BASE	TYPE	NAME	1	2	3	4	5	6	7	8	9	10	11	12	13		order
AMULET	PREFIX	# to maximum Life	1000	1000	1000	1000	1000	1000	1000	1000	1000						1114
AMULET	PREFIX	# to maximum Mana	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000		1115
AMULET	PREFIX	# to Spirit	400	500	500	500	500										1116
AMULET	SUFFIX	# Life Regeneration per second	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000					1117
AMULET	SUFFIX	#% increased Cast Speed	800	800	800	800	800										1118
AMULET	SUFFIX	#% increased Critical Damage Bonus	125	250	500	1000	1000	1000									1119
AMULET	SUFFIX	#% increased Critical Hit Chance	125	250	500	1000	1000	1000									1120
AMULET	SUFFIX	#% increased Mana Regeneration Rate	1000	1000	1000	1000	1000	1000									1121
AMULET	SUFFIX	#% increased Rarity of Items found	1000	1000	1000												1122
AMULET	SUFFIX	#% of Damage taken Recouped as Life	500	500	500	500	500										1123
AMULET	SUFFIX	#% of Damage taken Recouped as Mana	500	500	500	500	500										1124
AMULET	SUFFIX	# to all Attributes	800	800	800	800	800	800	800	800	800						1125
AMULET	SUFFIX	# to Dexterity	1000	1000	1000	1000	1000	1000	1000	1000							1126
AMULET	SUFFIX	# to Intelligence	1000	1000	1000	1000	1000	1000	1000	1000							1127
AMULET	SUFFIX	# to Level of all Melee Skills	100	250	500												1128
AMULET	SUFFIX	# to Level of all Minion Skills	100	250	500												1129
AMULET	SUFFIX	# to Level of all Projectile Skills	100	250	500												1130
AMULET	SUFFIX	# to Level of all Spell Skills	100	250	500												1131
AMULET	SUFFIX	# to Strength	1000	1000	1000	1000	1000	1000	1000	1000							1132
AMULET	SUFFIX	#% to all Elemental Resistances	800	800	800	800	800	800									1133
AMULET	SUFFIX	#% to Chaos Resistance	250	250	250	250	250	250									1134
AMULET	SUFFIX	#% to Cold Resistance	1000	1000	1000	1000	1000	1000	1000	1000							1135
AMULET	SUFFIX	#% to Fire Resistance	1000	1000	1000	1000	1000	1000	1000	1000							1136
AMULET	SUFFIX	#% to Lightning Resistance	1000	1000	1000	1000	1000	1000	1000	1000							1137
TALISMAN	PREFIX	#% increased Elemental Damage with Attacks	500	500	500	500	500	500									1138
TALISMAN	PREFIX	#% increased Physical Damage	25	50	100	200	400	1000	1000	1000							1139
TALISMAN	PREFIX	#% increased Physical Damage, # to Accuracy Rating	100	200	400	600	1000	1000	1000	1000							1140
TALISMAN	PREFIX	# to Accuracy Rating	200	300	600	600	800	800	800	800	800						1141
TALISMAN	PREFIX	Adds # to # Cold Damage	100	250	400	600	1000	1000	1000	1000	1000	1000					1142
TALISMAN	PREFIX	Adds # to # Fire Damage	110	275	440	660	1100	1100	1100	1100	1100	1100					1143
TALISMAN	PREFIX	Adds # to # Lightning Damage	80	200	360	480	800	800	800	800	800	800					1144
TALISMAN	PREFIX	Adds # to # Physical Damage	100	200	400	600	1000	1000	1000	1000	1000						1145
TALISMAN	SUFFIX	#% increased Attack Speed	100	200	500	500	1000	1000	1000	1000							1146
TALISMAN	SUFFIX	# to Accuracy Rating, #% increased Light Radius	1000	1000	1000												1147
TALISMAN	SUFFIX	#% increased Stun Duration	1000	1000	1000	1000	1000	1000									1148
TALISMAN	SUFFIX	#% reduced Attribute Requirements	1000	1000	1000	1000	1000										1149
TALISMAN	SUFFIX	# to Level of all Melee Skills	100	250	500	750	1000										1150
TALISMAN	SUFFIX	# to Strength	600	600	600	600	600	600	600	600							1151
TALISMAN	SUFFIX	# to Intelligence	400	400	400	400	400	400	400	400							1152
TALISMAN	SUFFIX	#% to Critical Damage Bonus	125	250	500	1000	1000	1000									1153
TALISMAN	SUFFIX	#% to Critical Hit Chance	125	250	500	1000	1000	1000									1154
TALISMAN	SUFFIX	Causes #% increased Stun Buildup	1000	1000	1000	1000	1000	1000									1155
TALISMAN	SUFFIX	Gain # Life per Enemy Killed	750	750	750	750	750	750	750	750							1156
TALISMAN	SUFFIX	Gain # Mana per Enemy Killed	750	750	750	750	750	750	750	750							1157
TALISMAN	SUFFIX	Grants # Life per Enemy Hit	1000	1000	1000	1000											1158
TALISMAN	SUFFIX	Leeches #% of Physical Damage as Life	1000	1000	1000	1000	1000										1159
TALISMAN	SUFFIX	Leeches #% of Physical Damage as Mana	1000	1000	1000	1000	1000										1160
